Stock Ticker,Beta_1 (SMB),Beta_2 (HML),Beta_3 (RMW),Beta_4 (CMA),Beta_5 (RF)
MKL,-0.07245231733450484,2.433439745073364,-0.09694254427620773,-0.7300919189164377,-0.26795666440548355
CMVT,-6.270333896638752,2.8521967537505337,-17.200046671985646,2.105144753567935,-2.549417879184473
BFO,19.261315543387408,-67.03417464642568,69.90139833540901,0.07185499911638725,19.671049404102227
WCOM,-3.3170825735417337,-6.59164632287776,-1.3448915212661974,-1.6247713563126691,5.28345283753762
DELL,0.5213685037657476,1.7565407804362523,-1.7393926799017034,-3.8530910405985983,-0.5211935246088992
KO,-0.6270985771720918,0.4050390288438254,0.12500749526368815,-0.022586785937307795,-0.8410106997409229
CG,1.4971251421886886,1.5334740378876963,1.3744407142952717,-0.20676377772135557,1.1207180308996136
DMIC,-32.95221822705005,-21.480562821487556,4.868831848018256,15.341738636820383,-11.547175126305401
UBSI,2.9931728798110067,6.978416052501513,1.2615991579860075,-3.3461933170314815,0.45268223383928186
FHCC,-1.4269206096122933,3.149734380887895,1.9174724085112538,-0.16413424834441293,4.180166060782735
SKS,-0.371995153723732,6.338311575061084,-5.062114256924737,-2.1347880288921743,-0.9742924207673836
CDN,-4.0811234075679375,3.465457280879176,-11.52611352595083,0.4384950856701116,-0.3515483255971122
FILE,13.031280211488076,33.75387220338737,0.0,8.367527897950623,-5.049913298384731
CELG,2.279773186713851,-4.273012529374715,-6.203992635874771,1.4086236146904763,1.9001988973143016
APW,19.39056981422919,31.827305807819968,6.294575347646124,-13.96880585884887,-10.95892758878653
XRAY,1.6365606509037933,2.187056321629211,0.5394914165872072,-1.2982836360808172,0.09590089363652951
DCN,-4.8972826671826395,6.040261823683161,-8.541304262069914,0.2708290209166024,-2.628421246787046
FAST,1.7471517581391245,0.7296969458137655,1.0057077117505946,-0.9241187557846433,-0.24493353477221622
DTE,-0.279762294905626,0.9966013747689924,0.3817346053722892,0.7315021730373931,-0.30022144831151887
ALEX,-0.06280952177945838,2.4347836984564104,-1.584449673816116,-2.0353143202285313,-0.4990350940329483
DD,0.5687885984152036,3.046791832743693,-0.5922097061220578,-1.595244625006579,-0.9939726074792689
CBM,10.079225681893167,9.427832727599998,2.04588395925012,-12.011634675789065,4.228916171099493
EK,-0.24810860806800497,3.6265835269665816,-4.115496266614258,-0.23127507812805825,0.6881558127739434
DS,11.241644751880576,-38.69878257733085,35.411230748652734,-5.095845714084305,-3.845992256572311
ETN,1.365419035375682,1.8111255365451928,-1.4611996226440802,-0.17066289717502162,-1.1545036513027787
SIVB,3.1452043673144563,4.368066409561691,-4.20198973977232,-4.269108497388006,-0.1419626623709925
XOM,0.7055956531488836,2.081348825429717,0.04507688850019973,-0.009154666574348614,-0.30232786690445546
MGG,0.967976979096,5.306966171939637,-1.9579430493682868,-6.434402714472141,-0.26456846796629285
MXIM,0.029725750768035734,0.5021614542483958,-4.999167838348033,-1.7035531735719822,-0.035185325903842116
WMI,-0.12973632834125315,0.9173724575506065,-0.7875744530448008,0.38580716437359175,-0.23759160177868724
APCC,-1.6833381119697048,1.2060513313085734,-7.751245130145315,-2.32503017124075,-0.5792223396801756
BMCS,-13.251854034346666,-90.79563442591551,46.61932397717054,24.863008558167458,-15.12339708041786
BGEN,-2.6942887499865704,-0.7138196602313321,-11.947828019585337,6.070261228443907,2.5676688061129096
CMCS,-2.9256816082955543,4.915072887731047,-7.157011849694367,-1.6027629366215583,-1.4836894890799843
DY,3.0128925803664734,1.2386917030209634,-6.744803854950033,0.0045851690316329125,5.317979518043052
GMT,0.9974905171525051,7.029152230176821,-2.9907393484371068,-3.058626622236551,1.469748496602303
GD,0.1686547813899682,2.229726485321827,-0.00501442614771441,-0.9826617276512432,-0.45545579972692923
GE,-0.3093749359879903,4.008477896032307,-2.5310774450688713,-2.2639495979971067,-0.05635236164084461
NVLS,1.0215916741113658,-0.18331484122318129,-5.172932951263289,-0.04339056109802132,-0.28877685256755703
OLDB,-8.509150808496704,-4.41349773159508,3.0851524628565876,-3.510917128569219,-1.1685619957921065
PBCT,0.9029840890185428,4.058803285075829,-1.2541381718308329,-1.0486054064348538,-0.5888573581074621
PDE,-1.8169133658551093,4.6008503913625685,-2.8093641265548364,-4.806258031268882,-0.5083259951479517
GM,0.7129503022336221,4.48706460224565,-2.717167184679521,-2.6644624200903,0.7867192366029706
GR,-0.6537508833297788,4.865824419267558,-3.027564271795555,-2.0731849571619616,-0.6975613351112354
VISX,-27.535392717576464,-8.670012857282234,16.737383591352923,11.746357242955083,56.313845742794555
HM,-2.6110149023442153,-8.79637802478036,2.948395867916717,9.816986020974026,-0.9024588465145178
IR,-0.15315491636722842,5.795175123806753,0.4734508041885909,-7.511246856580246,-1.27429743177808
IBM,-0.3012949244201748,1.5899455228217816,-1.8854855722240589,-2.032093283468163,0.46756396770876524
NAV,1.3575966412577274,4.610991253842433,-2.670279657824048,-3.333074926936602,-1.573707466008431
MKG,-5.581333601286518,14.077038268754398,-14.005784522832057,-8.665279787309109,2.065526882013458
IIN,-3.9669461103352393,6.440425865000457,1.3918170794841933,-8.082874920730147,-0.5535722239788416
KSU,2.294802043861524,3.0311531071818862,-0.041221090087529236,-1.9549321182452561,-1.111175220288376
KM,5.396042606974585,12.861422653378028,-2.6687231038190413,-18.470783327647613,15.967304054918085
AM,-5.312949039365523,5.399172404466446,-6.915517948117198,-5.516196975225703,-4.2344715670032596
MAY,-0.8992974900333846,4.625907410790769,-3.6698663857743354,-1.346302387248622,-0.9399152540644713
MYG,-6.75358774562111,2.698105501818871,-5.053273511114283,2.714228086768917,-0.27852829458949513
AMSY,-40.49071644808149,-2.530070401064494,20.91963691739318,2.9564290390800014,29.994195388943858
OLN,4.525224180432705,5.2458739359647435,2.8826745282217834,-1.326416778121737,-1.5937781201431827
PCG,-0.5390231458814645,0.7913060857841555,-0.8385730379920855,-0.3144549461983692,-0.9522521214170109
PGL,-0.2629586922441117,3.1191190649460343,-1.3415578718243404,0.778123867071874,-0.2906689585912138
PEP,-0.4086510121897162,0.4872089398823877,0.6642438509319375,0.1505692732861591,-0.4377794356459433
MO,-0.7238821388014911,0.7858202125669268,-0.07244236287641215,0.9860640795168419,0.06362360694972256
P,-0.7563246720902332,4.756544774316223,-2.1423691893858217,-6.421122297422305,3.2578308258490463
AMGN,-0.22115740309426055,-0.002029532811778151,-1.5863610735122926,0.2802543497162473,-0.6162793409260386
S,0.9366458988381537,2.512897534488087,-2.336220081385191,-2.594969442617994,0.612823531538003
ANDW,-6.514147124733585,1.6083338967474516,-13.729740879715928,3.658944236919726,-1.3981558682179924
CHV,-4.953193670697217,7.771854035797683,-5.8093565671536025,-4.015138046377107,-0.3452949844989629
AAPL,1.2082182596364752,-0.21716466943567467,-1.010598087465001,-3.8165918749282266,-0.4922014459160121
SUN,0.8988563675862856,-0.6363663512263891,0.6498699345285229,-0.3552487297929773,-1.2348860778120847
AMAT,2.131528576828848,1.5654502499419105,-3.8575876245523477,-2.59601430776305,-0.18494694525232838
TX,-1.04866155233695,0.8439489431501174,2.016902534531307,-2.2104233600061662,1.4382520800291752
TKR,3.12800722896331,4.028988939176175,1.1766640117126461,-3.075137136612293,-0.6192631296762242
TR,-3.3112119586508566,2.820245668690178,-3.70196007728861,-2.091974831811553,2.3797648074674482
UCL,-0.18132348618551666,5.970269340044474,-3.1563718794812443,-2.844426985915461,-0.6476734463414536
MRO,3.2671440910317386,5.486484266834325,0.5126575369569404,-2.270767233257152,-0.19085924806943746
UST,-2.061377621088036,1.423607366338093,-2.861767869805549,1.8333071114070822,-0.40567366756051626
VMC,1.5305632583199646,1.4192782847759444,-0.19745547440998595,-0.834531080915751,-0.5793435706180512
ASBC,-0.06997445826254794,3.046626203438927,-1.1095883298083054,0.12827188222816568,-0.27580095976479546
CBS,4.451326929440191,4.005013529435584,1.0829382007184989,-2.376587092286018,-0.5937753518799153
Z,0.7576066406733569,6.388049785516124,-1.4224694376906284,-5.733378060138139,2.1900743802726352
WWY,-0.41810827163903636,0.006611041740647032,1.766955205358202,-0.35623339179032015,-0.1327043430208977
ATG,-0.05707603548414409,1.2703840851333863,-0.8554905416521715,-0.38465821823300694,0.379434522398585
TXN,1.0124932792823307,-0.33873408470010286,-4.692083338372528,-0.16849574275233833,-0.5273687900363295
UK,-19.998149659600482,17.90710427464259,-30.48575733104951,1.5463362891419894,-13.392349583735458
AHP,-7.089297086908593,0.29547260698986716,-2.9221626516024486,-1.7062159181283454,-1.82881870596994
EIX,0.7586736133778734,-0.8249649791634183,0.025385728773389647,1.1952317576961387,-0.7283294526880159
G,-0.8681308062556722,-0.47144487561685555,0.0016994071524485546,0.8886410333739038,-1.3203004937960112
GT,1.7011789940773403,5.924071578217292,-3.2222338762361042,-3.4594027520088977,-0.6330418078399946
BOH,0.28042436043590513,5.205849798729691,-1.0733118933837358,-2.9126174828438605,0.319255621466382
HSY,-0.2550440267918218,0.4418823178054846,0.39371668132374144,0.5396544577400781,-0.7088674357657307
KR,-1.2808107239308153,-0.3295475364310297,-0.3761305205811419,1.035416225588603,-0.7114098822578404
BRR,-16.2629789036963,7.217604059758278,-30.606100327519247,12.93539523203195,-0.7350439050724695
CVS,0.1746317311076602,1.910693062788279,-0.530537148379652,0.4514320349646585,-0.5237740724955794
GIS,-0.004141927720910507,-0.14358359407278548,0.5695612582491618,0.5468167107212134,-0.11736359755491108
MHP,-0.596585818038003,3.421156293100056,-1.6390092804527259,-1.9229805388894152,-0.8875154216222352
CCK,-1.569315645666006,0.7683390461690438,-1.232116770306267,-0.9201164773788032,-1.2969759970407846
KMB,-0.8873936425884567,-0.29708920583204507,0.9162199200200598,0.7851503118943721,-0.6316862541369568
PD,-1.400081048773771,3.0153083396745175,-3.4794883792070315,-0.251091583418746,-0.8904492975902408
UTX,0.28890816757206367,3.8144305861161447,-1.3783077465407607,-2.4666036173609878,-0.09626084802359719
BGG,-3.1429865406641087,2.767870671056214,0.4441394744364885,-3.44166022890848,-1.253174752346474
HPC,1.0442879774701948,8.202897690336568,-2.281413990055577,-5.253171840080486,0.5154876132025642
BMET,0.5263073160270196,3.3973007045151413,0.36346211882264234,-2.4747086306397117,0.14739045874355997
PG,0.17693171598203467,-0.7423331375212276,0.5631359136564819,0.9565631420323815,-0.8880590665714762
JCP,2.7235384681432087,2.942198185304001,0.2785791089197719,-1.7873887766951952,-1.1856321623820363
SO,0.02133371817454215,0.08172957756459939,1.1498707067456537,0.9739287575817074,0.07534882681784295
CAT,1.5265168314978683,2.113971271790706,-0.26520046525367685,-0.3502004059062106,-0.6544450023160827
PZB,3.5965238927563314,3.860563167056341,1.44724476839044,-3.961276669612752,-1.3763002593388323
TRW,-0.10814986230330026,4.250609654902991,-2.140237849963114,-2.666488903975348,-0.5820064672730957
CL,-0.22793363456176094,0.4429932358323458,0.7492726721551908,-0.5842630232360375,-0.7775513383746027
FMC,1.5142681788699024,1.310253284066257,1.246752050827693,-0.24332593827075832,-0.8472835369635663
DE,0.8035275268870199,2.1890631301153376,-0.3331043994208117,-1.071081940253402,-0.749199414597902
BMY,-1.2140315879934083,0.930183067509447,-1.245698373681697,-0.38898269243076455,-1.0447869916365295
WAG,-0.36923565027077343,1.1386912000525256,-0.908832345824178,0.10869636856937691,-0.5476876022096026
BA,1.017204725074774,3.1198384176067844,-0.9123622978031118,-2.0206632669512077,-0.7961326776856898
UAL,4.052977972373935,5.737783145433542,1.1111033620131001,-3.614809094628037,-4.092950706520811
VVI,2.8287055957658063,5.678648853572041,-1.0623342655029635,-4.190362581523415,-1.96596301343146
MTZ,3.3851230905360725,1.8481188347412238,2.501563516028447,-1.8505847614242152,0.07873947000897526
BBRC,-21.475575530170563,-17.806690220502183,1.6364287905493702,20.272545697979588,-13.687890425795965
MEA,-6.589047052739764,5.961344908048147,-7.826541177907671,-2.018085047691413,-2.5765693115543997
SNV,1.1278324726606257,6.514664363629893,-1.7476110010238266,-3.200211580144138,-0.8691916859097123
CCB,-9.147333108810704,-2.2133166988286566,-0.7391411627209757,-8.079700372877067,13.845092263497191
ACXM,-0.18331057428808403,1.8205988307799463,-4.957346873597958,-0.9528821475413675,-1.1389343696449
HI,-0.6402513095245358,2.956012685496461,-0.6439379339592869,-2.374621327733498,3.575372207545415
CCBL,42.311985658459626,13.278348828253835,-14.817863508403098,6.005722967217048,-16.783130826794324
CR,1.3410540679017682,3.11197820397669,-0.7362612838449587,-1.972655281915203,-0.03632347741730319
BDK,-0.1557584141235915,5.62515794601825,-1.916774464527533,-2.697019878167648,-1.941498210502599
ABT,-0.20329511464714153,0.14849927835755974,-0.13694204614687486,-0.025529364991133403,-0.30090655152551754
DOW,1.3901294876999433,5.176453899786588,-1.52926056401503,-2.410838152958731,-2.0472137830492243
UB,-1.0478162839705811,3.948154127194617,-3.2437367564732345,-0.06923803734282953,-2.1221258659610247
ADAP,13.336674583299844,42.4591383913804,-58.84131137724013,-31.205939388507044,-31.903147754634897
GTE,-19.70187299196817,14.245868443288922,-10.703901953557068,-2.5287065087934977,-9.496546650703126
AMR,-0.5759170898762762,8.233167498440498,-5.454096921729384,-2.0941160479209837,2.0919511236153756
LMT,0.2464811604339401,1.8864569108298113,1.46151342495228,-0.9972606375458688,-0.002596125888113664
W,7.39426931087678,1.1944370033863376,7.789745429467645,-5.935951444653867,-1.4006715770440041
NEM,0.3557868239535009,-0.8937665079309721,1.210167999693997,1.3509725061381543,-0.8393835510794557
WGL,-0.27319653892281154,0.7266375540858995,0.29918850221101295,0.25599561864420584,-0.5713677061700891
IPL,-0.36536177054477037,2.5572263205820533,5.6290612516489755,-4.091212037271217,-2.2784544621061493
CAH,0.1539314765781083,1.595904062575172,-0.088558844989572,-0.5506339687367456,-0.03845430868824318
IP,0.3899675805547707,4.512600796304643,-1.5405641905890977,-2.6255906332566394,-1.2642857900826918
PE,10.854677350566524,1.2716152656913782,9.585215301728196,1.3973075066538758,-2.862582415196296
REI,6.012604380214562,9.270369636384794,3.69049676035906,-11.015480637440369,3.9202066948983583
IDA,-0.462865635782883,0.9003468262997277,-0.8032111171677548,0.2569321518101977,0.03489072256127137
PFE,-0.8355858945953678,0.25452493591952896,0.41601589930598204,0.3894440141795295,-0.8519371082626381
CBE,0.1272504914083489,-10.118777078071995,11.694083528444436,0.9932993598393367,-0.18010733848265115
CBSS,-1.7203236167592242,3.0582431534949683,-0.8295463815911308,-1.0609828399213472,-0.8903786041419423
NSI,-5.589513137702825,-8.481996548896015,1.4239297906449633,4.470120927358861,0.5386739504325598
EMR,0.6850165038118531,1.6020053180288414,0.11230354561525624,-1.0736805118980444,-0.34379231712470726
JNJ,-0.4579635876883441,0.7309369671187447,0.6717280742819919,0.04764049571816641,-0.884276008517672
GLW,-0.5978960314313613,0.7691333544309928,-7.276404326381244,-0.2805962833450298,-0.5498079595506653
FPC,-6.6678091932814345,0.2204500720539473,-5.239455781756128,1.6094155168792543,-2.680826313667866
PPG,1.4525569224874058,1.9821829097604797,0.3962639064705788,-1.4530011057693093,-1.0173674232916596
PPL,-0.2461739798634033,0.9096928330885585,0.2567543035680558,-0.21023753471529025,0.1338989149568838
GPU,-2.7813308016821607,-2.6969433952084283,5.880424473145175,0.07683708116094906,-1.6043884188524788
MMM,1.5963408665609198,0.5707781863235875,0.9538430094063362,-0.05484514375879808,-0.7028222025777029
NCE,9.57532493489719,15.841281415465208,2.985925717066046,-3.7125070797747854,-6.192502131283081
MRK,-2.219058717790874,0.6642404635142587,-1.3584353743319513,0.3852638503139067,-0.37500878273619576
MOT,1.3689566002287432,4.6496384593580435,-7.001996869035681,-2.7926706556080716,-1.4302374650144838
SLE,-0.12101608949453865,3.2842878850935673,-0.17893758373719038,-2.4523402161461147,-0.8291928759497756
DPL,0.8101599718260237,2.597645531099202,-1.8714816840077593,-0.323076170266305,0.38091946438604873
CIN,-0.28192052351189323,3.8713559713361136,-1.4684241320742997,0.7803403130404019,-0.713339458773323
FE,-0.39097363090118536,0.33890589892305906,1.3105961201126066,0.5027084891239484,0.08506819076698008
HNZ,-0.501497771071073,2.1205587306003695,-1.1682013150002577,-0.8773650716913405,-0.7932617997224993
SCG,-0.6884864811915394,-0.5931943446789414,-0.6030601668970053,1.4098991111940413,-0.4228901395811914
CPL,-1.19107024865061,6.4429091179492985,4.477732887291811,2.701987362546737,-10.634272578296537
CMS,-2.218105923860858,1.768884185870633,-0.4619971218272726,-0.6870793327564755,-0.5236730611707697
EAT,1.7776797585470767,2.459308492981867,-0.6798562217882688,-1.496354366495586,-0.4471149022405257
HLT,1.9296301189046212,2.2243448301609177,0.6498023397870598,-2.1583777051855266,0.27992306713272624
ENE,-2.4312500109649315,-11.90090886128613,5.099802885135549,5.218357542360785,24.14125242221927
CHIR,-0.11112465617353016,-2.4914179219606165,-1.3698853815347671,-0.18980038299849883,2.1971787156517135
CHD,0.7564316676216236,-0.11819638953948236,2.6494302052803285,0.5177334545498149,-0.3159754478938175
CINF,-0.5012969452964015,1.6015495299459497,-0.5903984277733545,0.8146497030022097,-0.5353448005140449
POM,-1.4566555761251379,1.4921430085588578,-0.3103691367385894,-0.22861792697913513,0.011888226926783431
WEC,-0.3031254337004895,-0.2595687013306349,0.9051376253816066,0.7361090681940714,-0.49390214583051845
AWK,-0.18955877369563864,-0.8991431359317846,1.867542335995668,0.8278341530887275,0.016470517842372995
TXT,2.4411308582649327,3.230164213058533,-0.767469208142802,-3.0025993244276243,-0.726746427531873
CTAS,-0.18397193955696142,2.5972489488970245,0.2560558182250824,-2.795728611894191,-0.7616123220917824
PEG,-0.22708870975149556,0.5378369449445203,0.8694590818968427,0.7275515227938251,-0.04065096019040461
HAL,1.599845390461659,5.045166522880248,-2.064887128519749,-1.1309786413208889,-0.703362931001106
LGE,-3.9168668912845965,13.237954401754521,-20.94089932074438,-3.19264693935325,-10.18123557090451
MDU,1.358840221886123,1.9591883884767722,0.37891923415803225,-1.1236164869311964,0.09008272525548382
CZN,-1.2301033534286823,3.95584827281747,-3.4248374006660613,-3.57038623625455,-1.1680542334316777
GP,-3.5727865674513515,1.8606002098267609,-5.371776559947445,-0.03712838965897707,0.24739617921572257
CYN,-0.08335434944381286,5.197598500047183,-1.7997840946174903,-1.6014807749011297,-0.3796957469722807
NSP,5.404673028715417,4.610266265734838,4.60910418869057,-3.9456552648676366,-0.8765549455334274
ROH,-1.6097167395370886,5.0578395053040985,-5.266268108439102,-2.107084045951631,-2.5790115694873523
CIV,1.9436617451901763,4.06650976376677,11.62948386648881,-6.691962586579171,-1.2924151755503561
ETR,-0.9458835202958465,0.8959825756513585,0.4168571400561989,0.5576953995559832,0.19911712391696715
CCU,-2.271679001372616,2.330953179002936,-3.4489151236949644,-2.0843705234903305,-0.5608936271887682
WR,0.11701845289748057,0.6812112027730077,-0.4361617639387112,0.15052783954235413,0.28929323430817033
NEG,2.009154886000809,-14.1871070744832,-5.720421807175296,1.2382269814811968,-8.884658793944684
AEP,-1.4386641944385894,0.8078508462337067,-0.47819150169859387,1.2396339303412707,-0.2372107502705707
NMK,0.35165595288797047,2.0344167835647347,4.760055263203248,-4.704772839765691,-0.13947419999327204
FPL,-1.3077954446152904,0.9950421208207173,-0.42864672823717187,-0.09085997782407265,0.8370541844867797
CEG,-1.144909198179482,2.8800429847406477,-2.0520939379609793,-0.6504521524043935,0.949092084950303
MPL,25.293881588350704,13.807450927425053,-9.289577183268838,-13.634055120962856,-28.81936278127815
MTP,-13.157828312335043,14.669848436968524,-6.2101271447277115,-18.397761804615907,1.3501130879540013
ASH,2.0959148291673775,3.1556875108207008,-0.48535373300861384,-2.2632618273304073,-0.6540100621811193
EQT,-0.14540100442486853,1.8877931901063965,-1.3337578878662804,0.335741934503919,0.05452622892693454
KSE,-2.826678587310455,2.159147555083273,-1.2876518967359498,-0.6312186196239883,0.8455329011532641
KLT,11.771264931852336,22.222651314291202,4.565034843814423,-19.540765993858184,0.23845497622923228
OGE,-0.6128707739487214,1.2390587195660268,-0.040129658508380316,0.5284425128600635,-0.3136339213440015
PBI,0.32027676102596936,2.034749702632146,-3.021164500528523,-0.5530947721540457,0.2831981327677317
OAT,-4.872310256737257,-3.1557419165945673,2.18219759550012,2.0498496010284346,1.2132206623603048
TXU,-2.4184867710348286,2.3533927908108154,-2.4757536641736255,0.7158353034178917,-1.6529884886714776
CNB,0.7857485252692049,6.191828380710275,-1.5757394320350664,-3.106232497703625,-0.45789650127051956
AA,2.118501442431815,5.445637307447505,-1.5755250546098882,-3.1749392751498338,-1.2192736784118448
NOC,0.5155966259837645,1.4547678415638687,0.824416094460155,0.11157782273215419,-0.13195923468517157
WIN,0.35760404580630856,2.104385568944322,2.0522511813914535,-0.8124306257416046,0.4403633645558479
RTN,-0.21173632227166148,2.91786530549006,-0.3952689840152853,-1.6908232331443573,-0.6393556127258863
AEE,-0.5648735909959819,0.02633441352599392,0.18541834218008268,0.582903555116193,-0.6062123927882656
SGP,-4.252724845700943,0.7808881668611006,-2.725642818830159,-1.1296117686631637,-0.13588906596221703
DQE,0.20590469169207515,-2.585529561246631,2.275300278947962,-0.416907694996299,1.6294822335395436
CMA,1.4994283738290552,7.772487201607607,-1.8813695660300076,-3.4012947538140366,-0.5235593903344804
CBSH,0.9070305312464539,3.11649233348298,-0.571291618925984,-1.3399245015270502,-0.6143504147601005
HSC,1.3831497381809559,4.397982746184185,-1.7664579294135396,-1.7593534640331039,1.1200281992971652
CPB,-0.8072587366259103,1.2650417224675055,-0.6545309741169336,0.0862262352559481,-0.6116335280397126
CTCO,-14.9799872414876,-3.5393130654199254,4.132850062145098,5.364749462951725,1.4966683389628084
WHR,2.2710015352971173,4.344165775339002,-0.8307131095262197,-2.1709429207986823,-1.3682762326046938
PSD,-0.9627805103198371,0.8972453013314894,-0.6499638337687017,0.20902477306763323,-0.1903934047771371
CD,0.7552884222112489,5.36039805545072,-4.0955236703988795,-3.6744047419284187,-2.6529880573984803
HRS,1.2199640354632342,0.8790004140235933,-1.3460584950744257,-0.7005898168481465,-0.7347339382384711
NFG,0.6884834188485234,0.8266698076771477,0.6101053052458594,0.30626484007318333,-0.2521735630032253
KMG,-1.7985431959951792,3.682977250640325,-1.9792326592628606,-3.835988780571624,1.3528672018540424
CA,-0.33615125187255257,-0.7479446574271448,-4.717757444276978,-3.004987791293353,0.3199420911859498
F,1.4650323223558286,3.167764211990661,-0.7604187733237803,-1.287693667437034,-1.0761449492278345
DOV,0.804470828674632,1.938927712913565,-0.882637910228125,-2.157967172075407,-0.6816713698118295
EFU,-4.023130680147025,-0.7573124138228463,-1.306244905469735,0.6386443349824003,0.39098341256364205
DAL,-0.05525271967148307,5.572201426789576,-3.3346834561884546,-3.149807387246417,-1.5681929517805906
LIT,-1.5515405552527959,20.23325287307425,2.8452184447393316,-15.59213239866754,1.1885738185170107
CEFT,2.4022224392470712,3.528086250757402,3.822989502271973,-8.333270193120839,1.7608298382994845
FLR,2.084060629142543,2.6258678670619684,1.1198455641281149,-2.1132867560075597,0.37462343024523975
DIS,0.08945962801173893,2.093952618744931,-1.8772276387911886,-1.2253202151481952,-0.2894685935119412
PRD,0.9864933588256493,-1.7539074065786369,0.43784676989940996,-4.189657726894741,3.9244844357387643
BOL,-0.9199722455501892,-0.8944999462123735,-0.5151376379436506,1.317633920940337,-1.9667614284154304
CDP,12.323916248220257,7.254425022007422,-4.174188929246372,-8.062597859930648,-10.900845420607935
UCU,-1.7082855288178136,-3.634710403278348,1.499763163132518,2.8395568343187056,4.897058119494346
LTR,-0.5962049642494543,4.960944888437726,-2.0631972439558433,-1.7131295480056692,-0.12279338531190341
K,0.9452555829772591,0.6501414135293984,0.6464753211260593,-0.36751055246523145,-0.37754267010057235
VAR,0.7300806132983706,1.4477470573035915,-1.1251418687785175,-0.3800558181792712,-0.10621102496219269
CSL,1.559584535214549,2.0758811605762193,0.06516290163590657,-2.0814986679743503,-0.9758011411445114
CTB,-3.1586572135236684,2.1379056586802516,-1.1950288261491764,2.8422256504990564,-1.442761989451197
R,1.1745439188018616,4.495348369649487,-0.7578841187501418,-3.5209956123650548,-0.8044286183719167
AVT,2.1637697429016765,1.0043627688238816,-3.070491215087389,0.27540304597820536,-0.08266422672684257
IRF,-2.524629262851731,0.2848617645939945,-10.912029541707502,3.234115513840756,-0.47798725054724933
PEB,70.44393646152795,73.733054710033,1.9278538922073605,-38.557029517797865,-5.866391301110735
